,Column1,border,fx,fy,fz,area_approximate,area,perimeter_approximate,perimeter,nb_neighbor,orientationx,orientationy,orientationz,major,minor,aniso
21,53,0.0,31.122517200000004,9.339589633333334,2.0,2.2767331027881226,2.896322803793388,7.062167590791178,7.176825410980062,3.0,0.9378630123329847,-0.3341215626115603,0.093678981077449,10.873567584900105,7.271670846051177,1.495332752967622
22,40,0.0,31.586662208333337,3.9470041166666663,3.15,15.562923517985034,16.656109250642313,16.991484489263055,17.108733502282004,6.0,-0.959579254771184,0.1043855103714064,0.2613643415565326,45.92039139502756,21.54457893378416,2.131412803942971
23,28,1.0,33.88187699,10.60376474,1.7399999999999998,16.92506885578015,23.725520971783467,21.539258557206804,22.078761110764432,5.0,-0.960586476105888,-0.2755503355791258,0.0366828908989376,73.71190346673875,27.65024589363172,2.66586791850975
24,35,1.0,34.08170736000001,1.8707524,3.24,7.760405044304577,13.5228057402314,16.404421663128,16.942324741740894,5.0,-0.983689542518606,-0.01255692783428,0.1794358032915974,46.19756015452243,18.883501391131023,2.446450962543416
25,56,0.0,34.41334074,5.75681534,1.98,15.434613574827669,16.818953315493125,18.887347595978436,18.95810928418908,5.0,-0.9880383237982128,-0.0088245425366373,0.1539558318318515,54.73564772260402,20.019944407095583,2.7340559299057943
26,62,0.0,34.901224462500004,8.3599247875,1.875,22.88440154214658,23.26196563031889,22.35036723640137,22.354629235216223,8.0,-0.9944827166002388,-0.081227541307829,0.0663793109070445,72.55292753008315,26.39304506718676,2.748941145115719
27,23,0.0,39.28883733571429,3.3072229928571426,2.057142857142857,24.92380260654894,25.219701959497645,20.71804245711396,20.72236828373522,7.0,-0.9979214426772272,-0.0237186632689563,0.0599184383786482,61.47114350330738,29.926457373901723,2.0540735154611105
28,45,1.0,40.423132825,1.2489398125,2.325,7.466052862539061,12.109987748212994,15.368784519404931,15.762748780124284,4.0,-0.9795123040396296,0.1399904725109274,0.1447698651002457,42.60425736011505,17.51816121270396,2.432005097042888
29,25,1.0,40.5985158625,11.2085704875,1.65,15.184814706022731,18.19632286139001,19.767901116994043,20.10136696740044,4.0,0.9361425255258844,0.3513777990850114,-0.0130695911256591,64.69874558576386,23.476691784768448,2.755871490707224
30,42,0.0,41.50023269166667,6.537004125,1.55,21.90230745251829,23.17921505690558,19.59407015591598,19.708201727439903,6.0,0.9927453807339932,0.1196758333879475,0.0115889574258767,55.63893431748952,31.22651360661797,1.7817850246880496
31,21,1.0,44.015827775,10.200560908333332,1.9,18.969330732815703,20.553557353176963,19.367793025183676,19.28618042503556,6.0,0.9235508369099368,0.3668560970476755,0.1116711945933329,55.505489026831086,25.64881121195465,2.1640569836999126
32,20,1.0,45.8334338,1.7389493899999997,1.8,14.842456051252412,16.687116793441756,17.038334332478104,17.15400160816944,5.0,-0.9960101115074724,-0.0321695519999078,0.0832404811314663,47.109984970664335,23.73549395816688,1.984790586355368
33,14,0.0,46.54913831666667,4.216279083333334,1.65,18.377371616366627,18.45996604417035,18.31748218281502,18.215038716851613,6.0,-0.9765586932014866,-0.2116405259267804,0.0392607503499462,49.48781892507346,25.496377501236804,1.9409745138372247
34,11,1.0,47.83882368333334,8.691203858333333,2.2,20.318685652147547,21.992788472197944,18.101575601760484,18.196719955502736,6.0,0.7260911380475111,0.6665067660915671,0.1689981952656045,48.70466240950657,32.94304678028084,1.4784504522107642
35,27,1.0,47.90968551666666,11.096963100000002,2.5,3.763602877469237,7.5427931416026,9.591334408684032,10.75825500943311,3.0,0.9928913636317096,0.0793427439254138,0.0887212996520615,23.01741727640953,15.05607451926186,1.5287794469243892
36,36,1.0,51.22460208,2.52126403,1.5,7.507845775826828,13.292526524559593,12.702404112718575,14.12917422640028,5.0,-0.9353029331772624,0.3538188420979702,0.0045442454225876,34.281836113005376,24.56037180808458,1.3958191016359438
37,9,1.0,52.09195092,8.588454200000001,1.98,19.58999647122325,20.27207853305389,17.53477819598813,17.52378430269875,5.0,0.8420342809924479,0.5391555286053656,0.017017215042413,38.506122487580186,35.86133398577793,1.073750421633817
38,46,0.0,52.10470605,4.85970453,1.56,14.778854602565414,15.391040363319249,15.646768676621232,15.670968634862795,5.0,-0.99155007430801,-0.1261896035155849,0.0300771359068534,38.129098679937954,24.775166161032807,1.539004761142981
39,18,1.0,55.67189074,10.10631467,1.7399999999999998,11.695180683298958,15.338141191137645,14.705673131854004,15.306617076640858,5.0,-0.8714751696110364,0.4740857640575194,0.1255934595009366,41.39241070646488,24.52931480481581,1.687467058734896
40,13,1.0,56.08359799166666,3.861969916666667,1.5,11.779223874317612,12.32463227839127,13.789150615140915,13.875853869438838,6.0,-0.9964509362230703,-0.084175600384947,-0.0,31.2991172675438,20.17356291169773,1.5514917917347593
41,8,0.0,56.108399633333335,6.958632033333334,1.5,12.495300539086028,13.068541832160877,13.784598927223245,13.862652257319873,6.0,0.9877917769301072,0.155779990464955,0.0,29.154424178777685,23.12969359378437,1.2604760223288185
42,10,1.0,59.9544256375,10.9215800625,1.65,13.33415881516724,17.630546759772628,16.457993822660843,16.892833321948086,4.0,0.999726724246746,-0.0233173414648749,-0.0016668574867611,43.68958055166853,26.69372157999172,1.6366987428390676
